dataset,KNN,LR,RF,NB,GB,ADA
wisconsin_2_of_2,0.936466165413534,0.9436090225563909,0.9577694235588974,0.9578320802005011,0.9472431077694236,0.9648496240601503
hypothyroid_1_of_2,0.9110975857171841,0.9207952931629133,0.9482740631249456,0.3760600527490363,0.9843752717155031,0.970906877662812
hypothyroid_2_of_2,0.9121293800539083,0.9256064690026953,0.954177897574124,0.3902964959568733,0.9832884097035042,0.9773584905660379
framingham_1_of_2,0.8140070364548244,0.8490216333557902,0.8397215360431171,0.8178396586570852,0.835340968635377,0.8348005090201364
framingham_2_of_2,0.8183861067445168,0.8490186391196947,0.843001721685755,0.8254839434089378,0.8331551762856501,0.8304184444943484
lowerback_1_of_2,0.9870967741935484,0.9935483870967742,1.0,0.9741935483870968,1.0,1.0
lowerback_2_of_2,1.0,1.0,1.0,0.9870967741935484,0.9935483870967742,0.9935483870967742
breastCancer_1_of_2,0.9157894736842105,0.9438596491228071,0.9368421052631579,0.9263157894736842,0.9368421052631579,0.9438596491228071
breastCancer_2_of_2,0.936466165413534,0.9436090225563909,0.9612781954887218,0.9578320802005011,0.9437343358395991,0.9648496240601503
autism_1_of_2,0.7147540983606558,0.980327868852459,1.0,0.9639344262295081,1.0,1.0
autism_2_of_2,0.6746448087431693,0.9900546448087433,1.0,0.983551912568306,1.0,1.0
heartBeat_1_of_2,0.9997250859106529,0.9736121181224273,0.9982132472338658,0.755771874173936,0.9998625429553265,0.9998625429553265
heartBeat_2_of_2,0.9997250859106529,0.977597522752162,0.9987631698198708,0.7656660435784147,0.9997250859106529,0.9997250859106529
stress_1_of_2,0.784126984126984,1.0,0.9968253968253968,1.0,0.9968253968253968,0.673015873015873
stress_2_of_2,0.711111111111111,1.0,0.9841269841269842,1.0,0.980952380952381,0.6634920634920635
fetalHealth_1_of_2,0.8758260253343962,0.8824032243777129,0.9294667375321108,0.7817300026574541,0.9369917618921073,0.8899149614669147
fetalHealth_2_of_2,0.8758570289662504,0.8824120825582424,0.9350872530782178,0.8297280538577375,0.9538887412525467,0.8720081495260874
fetalCardio_1_of_2,0.8495260873416601,0.7920985029674904,0.8880591726459384,0.7808176100628931,0.8908805031446541,0.827854548675702
fetalCardio_2_of_2,0.8485649747541855,0.8372619363982639,0.8918061830100097,0.8495260873416599,0.8843033041013376,0.8419390557179556
diabetes2019_1_of_2,0.7752631578947369,0.892828947368421,0.9221929824561403,0.8172587719298245,0.9159868421052633,0.8907456140350878
diabetes2019_2_of_2,0.7226973684210526,0.8718640350877195,0.9221929824561403,0.821359649122807,0.8928508771929824,0.8592105263157895
thoracic_1_of_2,0.8127659574468085,0.8382978723404255,0.8468085106382979,0.23829787234042552,0.7914893617021276,0.8042553191489363
thoracic_2_of_2,0.8042553191489361,0.8170212765957446,0.8468085106382979,0.42978723404255315,0.8042553191489361,0.8085106382978724
cervicalCancer_1_of_2,0.9347469220246237,0.9439671682626539,0.9439398084815321,0.8021340629274964,0.9532694938440492,0.9486183310533516
cervicalCancer_2_of_2,0.9230642954856361,0.9464021887824897,0.9417236662106703,0.8483720930232558,0.9533515731874145,0.9370725034199726
epilepsy_1_of_2,0.9196521739130434,0.6325217391304347,0.9697391304347827,0.9547826086956522,0.9624347826086957,0.942608695652174
epilepsy_2_of_2,0.9166956521739131,0.6217391304347826,0.9685217391304348,0.9589565217391304,0.9613913043478262,0.942608695652174
